"jaar";"plot";"tree";"soort";"nnv"
"1995";"104";"12";"populier";"0,30"
"1995";"104";"13";"populier";"0,25"
"1995";"104";"14";"populier";"0,30"
"1995";"104";"15";"populier";"0,25"
"1995";"104";"16";"populier";"0,25"
"1995";"104";"17";"populier";"0,25"
"1995";"104";"18";"populier";"0,20"
"1995";"104";"19";"populier";"0,20"
"1995";"104";"20";"populier";"0,20"
"1995";"104";"21";"populier";"0,25"
"1995";"104";"22";"populier";"0,30"
"1995";"104";"23";"populier";"0,25"
"1995";"104";"24";"populier";"0,25"
"1995";"111";"1";"zomereik";"0,05"
"1995";"111";"2";"zomereik";"0,05"
"1995";"111";"3";"zomereik";"0,25"
"1995";"111";"4";"zomereik";"0,20"
"1995";"111";"5";"zomereik";"0,25"
"1995";"111";"6";"zomereik";"0,40"
"1995";"111";"7";"zomereik";"0,15"
"1995";"111";"8";"zomereik";"0,20"
"1995";"111";"9";"zomereik";"0,20"
"1995";"111";"10";"zomereik";"0,20"
"1995";"111";"11";"zomereik";"0,15"
"1995";"111";"12";"zomereik";"0,30"
"1995";"111";"13";"zomereik";"0,20"
"1995";"111";"14";"zomereik";"0,35"
"1995";"111";"15";"zomereik";"0,05"
"1995";"111";"16";"esdoorn";"0,20"
"1995";"111";"17";"zomereik";"0,40"
"1995";"111";"18";"zomereik";"0,20"
"1995";"111";"19";"zomereik";"0,25"
"1995";"111";"20";"zomereik";"0,15"
"1995";"111";"21";"zomereik";"0,15"
"1995";"111";"22";"zomereik";"0,25"
"1995";"111";"23";"zomereik";"0,25"
"1995";"111";"24";"zomereik";"0,05"
"1995";"112";"1";"zomereik";"0,25"
"1995";"112";"2";"beuk";"0,15"
"1995";"112";"3";"zomereik";"0,30"
"1995";"112";"4";"zomereik";"0,40"
"1995";"112";"5";"beuk";"0,70"
"1995";"112";"6";"zomereik";"0,20"
"1995";"112";"7";"zomereik";"0,10"
"1995";"112";"8";"zomereik";"0,15"
"1995";"112";"9";"zomereik";"0,35"
"1995";"112";"10";"esdoorn";"0,30"
"1995";"112";"11";"zomereik";"0,40"
"1995";"112";"12";"zomereik";"0,25"
"1995";"112";"13";"zomereik";"0,25"
"1995";"112";"14";"beuk";"0,20"
"1995";"112";"15";"zomereik";"0,35"
"1995";"112";"16";"zomereik";"0,30"
"1995";"112";"17";"zomereik";"0,30"
"1995";"112";"18";"zomereik";"0,30"
"1995";"112";"19";"beuk";"0,30"
"1995";"112";"20";"zomereik";"0,15"
"1995";"112";"21";"Japanse lork";"0,15"
"1995";"112";"22";"beuk";"0,20"
"1995";"112";"23";"beuk";"0,30"
"1995";"112";"24";"zomereik";"0,25"
"1995";"201";"1";"zomereik";"0,30"
"1995";"201";"2";"zomereik";"0,30"
"1995";"201";"3";"es";"0,15"
"1995";"201";"4";"zomereik";"0,20"
"1995";"201";"5";"zomereik";"0,40"
"1995";"201";"6";"zomereik";"0,15"
"1995";"201";"7";"zomereik";"0,35"
"1995";"201";"8";"zomereik";"0,30"
"1995";"201";"9";"zomereik";"0,20"
"1995";"201";"10";"zomereik";"0,05"
"1995";"201";"11";"zomereik";"0,10"
"1995";"201";"12";"zomereik";"0,10"
"1995";"201";"13";"zomereik";"0,20"
"1995";"201";"14";"zomereik";"0,25"
"1995";"201";"15";"zomereik";"0,35"
"1995";"201";"16";"zomereik";"0,10"
"1995";"201";"17";"zomereik";"0,10"
"1995";"201";"18";"zomereik";"0,30"
"1995";"201";"19";"zomereik";"0,10"
"1995";"201";"20";"zomereik";"0,25"
"1995";"201";"21";"zomereik";"0,15"
"1995";"201";"22";"zomereik";"0,15"
"1995";"201";"23";"esdoorn";"0,15"
"1995";"201";"24";"zomereik";"0,20"
"1995";"202";"1";"grove den";"0,15"
"1995";"202";"2";"grove den";"0,15"
"1995";"202";"3";"grove den";"0,40"
"1995";"202";"4";"grove den";"0,15"
"1995";"202";"5";"grove den";"0,40"
"1995";"202";"6";"grove den";"0,35"
"1995";"202";"7";"grove den";"0,30"
"1995";"202";"8";"grove den";"0,20"
"1995";"202";"9";"grove den";"0,10"
"1995";"202";"10";"grove den";"0,30"
"1995";"202";"11";"grove den";"0,25"
"1995";"202";"12";"grove den";"0,25"
"1995";"202";"13";"grove den";"0,15"
"1995";"202";"14";"grove den";"0,15"
"1995";"202";"15";"grove den";"0,15"
"1995";"202";"16";"grove den";"0,25"
"1995";"202";"18";"grove den";"0,20"
"1995";"202";"19";"grove den";"0,20"
"1995";"202";"20";"grove den";"0,30"
"1995";"202";"21";"grove den";"0,20"
"1995";"202";"22";"grove den";"0,15"
"1995";"202";"23";"grove den";"0,30"
"1995";"202";"26";"grove den";"0,20"
"1995";"202";"27";"grove den";"0,20"
"1995";"203";"2";"grove den";"0,35"
"1995";"203";"3";"grove den";"0,20"
"1995";"203";"4";"grove den";"0,30"
"1995";"203";"5";"grove den";"0,30"
"1995";"203";"6";"grove den";"0,20"
"1995";"203";"7";"grove den";"0,15"
"1995";"203";"8";"grove den";"0,35"
"1995";"203";"9";"grove den";"0,15"
"1995";"203";"10";"grove den";"0,25"
"1995";"203";"11";"grove den";"0,35"
"1995";"203";"12";"grove den";"0,15"
"1995";"203";"13";"grove den";"0,25"
"1995";"203";"14";"grove den";"0,20"
"1995";"203";"15";"grove den";"0,25"
"1995";"203";"16";"grove den";"0,35"
"1995";"203";"17";"grove den";"0,25"
"1995";"203";"18";"grove den";"0,25"
"1995";"203";"19";"grove den";"0,25"
"1995";"203";"20";"grove den";"0,20"
"1995";"203";"21";"grove den";"0,15"
"1995";"203";"22";"grove den";"0,35"
"1995";"203";"23";"grove den";"0,25"
"1995";"203";"24";"grove den";"0,30"
"1995";"203";"25";"grove den";"0,30"
"1995";"205";"1";"zomereik";"0,20"
"1995";"205";"2";"zomereik";"0,25"
"1995";"205";"3";"zomereik";"0,15"
"1995";"205";"4";"beuk";"0,25"
"1995";"205";"5";"zomereik";"0,25"
"1995";"205";"6";"zomereik";"0,15"
"1995";"205";"7";"zomereik";"0,20"
"1995";"205";"8";"zomereik";"0,15"
"1995";"205";"9";"zomereik";"0,10"
"1995";"205";"10";"Japanse lork";"0,15"
"1995";"205";"11";"zomereik";"0,15"
"1995";"205";"12";"zomereik";"0,15"
"1995";"205";"13";"es";"0,25"
"1995";"205";"14";"tamme kastanje";"0,15"
"1995";"205";"15";"es";"0,10"
"1995";"205";"16";"Japanse lork";"0,15"
"1995";"205";"17";"zomereik";"0,20"
"1995";"205";"18";"zomereik";"0,15"
"1995";"205";"19";"es";"0,10"
"1995";"205";"20";"zomereik";"0,15"
"1995";"205";"21";"beuk";"0,20"
"1995";"205";"22";"zomereik";"0,10"
"1995";"205";"23";"zomereik";"0,30"
"1995";"205";"24";"es";"0,10"
"1995";"206";"1";"grove den";"0,25"
"1995";"206";"2";"grove den";"0,15"
"1995";"206";"5";"grove den";"0,25"
"1995";"206";"6";"grove den";"0,35"
"1995";"206";"7";"grove den";"0,40"
"1995";"206";"8";"grove den";"0,20"
"1995";"206";"10";"grove den";"0,30"
"1995";"206";"11";"grove den";"0,30"
"1995";"206";"12";"grove den";"0,35"
"1995";"206";"13";"grove den";"0,15"
"1995";"206";"14";"grove den";"0,35"
"1995";"206";"15";"grove den";"0,25"
"1995";"206";"16";"grove den";"0,40"
"1995";"206";"17";"grove den";"0,50"
"1995";"206";"18";"grove den";"0,30"
"1995";"206";"19";"grove den";"0,10"
"1995";"206";"20";"grove den";"0,35"
"1995";"206";"21";"grove den";"0,20"
"1995";"206";"22";"grove den";"0,35"
"1995";"206";"24";"grove den";"0,50"
"1995";"206";"25";"grove den";"0,30"
"1995";"206";"26";"grove den";"0,25"
"1995";"206";"27";"grove den";"0,20"
"1995";"206";"28";"grove den";"0,30"
"1995";"207";"1";"zomereik";"0,05"
"1995";"207";"2";"zomereik";"0,10"
"1995";"207";"3";"zomereik";"0,10"
"1995";"207";"4";"zomereik";"0,20"
"1995";"207";"6";"zomereik";"0,25"
"1995";"207";"7";"zomereik";"0,15"
"1995";"207";"9";"zomereik";"0,25"
"1995";"207";"10";"zomereik";"0,15"
"1995";"207";"11";"zomereik";"0,20"
"1995";"207";"12";"zomereik";"0,15"
"1995";"207";"13";"zomereik";"0,15"
"1995";"207";"14";"zomereik";"0,05"
"1995";"207";"15";"zomereik";"0,15"
"1995";"207";"16";"zomereik";"0,10"
"1995";"207";"17";"zomereik";"0,15"
"1995";"207";"18";"zomereik";"0,05"
"1995";"207";"19";"zomereik";"0,20"
"1995";"207";"21";"zomereik";"0,15"
"1995";"207";"22";"zomereik";"0,25"
"1995";"207";"23";"zomereik";"0,10"
"1995";"207";"24";"zomereik";"0,10"
"1995";"207";"25";"zomereik";"0,15"
"1995";"207";"26";"zomereik";"0,35"
"1995";"207";"27";"zomereik";"0,15"
"1995";"211";"1";"zomereik";"0,20"
"1995";"211";"2";"zomereik";"0,20"
"1995";"211";"3";"zomereik";"0,30"
"1995";"211";"4";"zomereik";"0,10"
"1995";"211";"5";"zomereik";"0,25"
"1995";"211";"6";"zomereik";"0,50"
"1995";"211";"7";"zomereik";"0,15"
"1995";"211";"8";"zomereik";"0,30"
"1995";"211";"9";"zomereik";"0,30"
"1995";"211";"10";"zomereik";"0,30"
"1995";"211";"11";"valse acacia";"0,15"
"1995";"211";"12";"zomereik";"0,15"
"1995";"211";"13";"zomereik";"0,25"
"1995";"211";"14";"zomereik";"0,30"
"1995";"211";"15";"ruwe berk";"0,20"
"1995";"211";"16";"zomereik";"0,35"
"1995";"211";"17";"zomereik";"0,30"
"1995";"211";"18";"valse acacia";"0,20"
"1995";"211";"19";"zomereik";"0,20"
"1995";"211";"20";"zomereik";"0,25"
"1995";"211";"21";"zomereik";"0,35"
"1995";"211";"22";"zomereik";"0,25"
"1995";"211";"23";"zomereik";"0,20"
"1995";"211";"24";"zomereik";"0,25"
"1995";"212";"1";"beuk";"0,25"
"1995";"212";"2";"beuk";"0,25"
"1995";"212";"3";"beuk";"0,20"
"1995";"212";"4";"beuk";"0,10"
"1995";"212";"5";"beuk";"0,20"
"1995";"212";"6";"beuk";"0,15"
"1995";"212";"7";"beuk";"0,15"
"1995";"212";"8";"beuk";"0,15"
"1995";"212";"9";"beuk";"0,15"
"1995";"212";"10";"beuk";"0,25"
"1995";"212";"11";"beuk";"0,15"
"1995";"212";"12";"beuk";"0,10"
"1995";"212";"13";"beuk";"0,15"
"1995";"212";"14";"beuk";"0,10"
"1995";"212";"15";"beuk";"0,15"
"1995";"212";"16";"beuk";"0,15"
"1995";"212";"17";"beuk";"0,25"
"1995";"212";"18";"beuk";"0,25"
"1995";"212";"19";"beuk";"0,30"
"1995";"212";"20";"beuk";"0,25"
"1995";"212";"21";"beuk";"0,30"
"1995";"212";"22";"beuk";"0,20"
"1995";"212";"23";"beuk";"0,20"
"1995";"212";"24";"beuk";"0,30"
"1995";"213";"1";"ruwe berk";"0,30"
"1995";"213";"2";"ruwe berk";"0,20"
"1995";"213";"3";"zomereik";"0,30"
"1995";"213";"4";"zomereik";"0,35"
"1995";"213";"5";"zomereik";"0,20"
"1995";"213";"6";"zomereik";"0,20"
"1995";"213";"7";"ruwe berk";"0,15"
"1995";"213";"8";"zomereik";"0,30"
"1995";"213";"9";"ruwe berk";"0,40"
"1995";"213";"10";"ruwe berk";"0,10"
"1995";"213";"11";"ruwe berk";"0,35"
"1995";"213";"12";"ruwe berk";"0,15"
"1995";"213";"13";"zoete kers";"0,15"
"1995";"213";"14";"zomereik";"0,25"
"1995";"213";"15";"zomereik";"0,25"
"1995";"213";"16";"ruwe berk";"0,25"
"1995";"213";"17";"ruwe berk";"0,35"
"1995";"213";"18";"ratelpopulier";"0,10"
"1995";"213";"19";"ruwe berk";"0,15"
"1995";"213";"20";"ruwe berk";"0,25"
"1995";"213";"21";"ruwe berk";"0,40"
"1995";"213";"22";"ruwe berk";"0,30"
"1995";"213";"23";"ruwe berk";"0,40"
"1995";"213";"24";"ruwe berk";"0,35"
"1995";"214";"1";"es";"0,05"
"1995";"214";"2";"zomereik";"0,45"
"1995";"214";"3";"es";"0,10"
"1995";"214";"4";"es";"0,10"
"1995";"214";"5";"es";"0,10"
"1995";"214";"6";"es";"0,05"
"1995";"214";"7";"zomereik";"0,30"
"1995";"214";"8";"zomereik";"0,20"
"1995";"214";"9";"beuk";"0,15"
"1995";"214";"10";"beuk";"0,30"
"1995";"214";"11";"beuk";"0,15"
"1995";"214";"12";"zomereik";"0,25"
"1995";"214";"13";"tamme kastanje";"0,10"
"1995";"214";"14";"zomereik";"0,15"
"1995";"214";"15";"tamme kastanje";"0,10"
"1995";"214";"16";"esdoorn";"0,20"
"1995";"214";"17";"beuk";"0,30"
"1995";"214";"18";"esdoorn";"0,20"
"1995";"214";"19";"beuk";"0,15"
"1995";"214";"20";"beuk";"0,25"
"1995";"214";"21";"es";"0,10"
"1995";"214";"22";"es";"0,30"
"1995";"214";"23";"zomereik";"0,30"
"1995";"214";"24";"beuk";"0,15"
"1995";"215";"1";"ruwe berk";"0,20"
"1995";"215";"2";"beuk";"0,40"
"1995";"215";"3";"beuk";"0,35"
"1995";"215";"4";"beuk";"0,25"
"1995";"215";"5";"beuk";"0,55"
"1995";"215";"6";"beuk";"0,15"
"1995";"215";"7";"beuk";"0,25"
"1995";"215";"8";"Amerikaanse eik";"0,20"
"1995";"215";"9";"beuk";"0,30"
"1995";"215";"10";"beuk";"0,35"
"1995";"215";"11";"beuk";"0,10"
"1995";"215";"12";"beuk";"0,20"
"1995";"215";"13";"Amerikaanse eik";"0,15"
"1995";"215";"14";"beuk";"0,10"
"1995";"215";"15";"beuk";"0,15"
"1995";"215";"16";"beuk";"0,35"
"1995";"215";"17";"beuk";"0,20"
"1995";"215";"18";"Amerikaanse eik";"0,25"
"1995";"215";"19";"beuk";"0,30"
"1995";"215";"20";"beuk";"0,20"
"1995";"215";"21";"beuk";"0,10"
"1995";"215";"22";"beuk";"0,20"
"1995";"215";"23";"beuk";"0,25"
"1995";"215";"24";"beuk";"0,25"
"1995";"301";"1";"populier";"0,25"
"1995";"301";"2";"populier";"0,25"
"1995";"301";"3";"populier";"0,30"
"1995";"301";"4";"populier";"0,20"
"1995";"301";"5";"populier";"0,20"
"1995";"301";"6";"populier";"0,25"
"1995";"301";"7";"populier";"0,25"
"1995";"301";"8";"populier";"0,25"
"1995";"301";"9";"populier";"0,30"
"1995";"301";"10";"populier";"0,40"
"1995";"301";"13";"populier";"0,20"
"1995";"301";"15";"populier";"0,25"
"1995";"301";"16";"populier";"0,20"
"1995";"301";"17";"populier";"0,25"
"1995";"301";"20";"populier";"0,35"
"1995";"301";"21";"populier";"0,35"
"1995";"301";"22";"populier";"0,35"
"1995";"301";"23";"populier";"0,30"
"1995";"301";"24";"populier";"0,25"
"1995";"301";"25";"populier";"0,20"
"1995";"301";"26";"populier";"0,35"
"1995";"301";"27";"populier";"0,25"
"1995";"301";"28";"populier";"0,25"
"1995";"301";"29";"populier";"0,30"
"1995";"302";"1";"es";"0,20"
"1995";"302";"2";"zomereik";"0,20"
"1995";"302";"3";"zomereik";"0,30"
"1995";"302";"4";"zomereik";"0,25"
"1995";"302";"5";"es";"0,25"
"1995";"302";"6";"zwarte els";"0,15"
"1995";"302";"7";"witte els";"0,15"
"1995";"302";"8";"es";"0,15"
"1995";"302";"9";"witte els";"0,15"
"1995";"302";"10";"witte els";"0,25"
"1995";"302";"11";"Amerikaanse eik";"0,15"
"1995";"302";"12";"zomereik";"0,20"
"1995";"302";"13";"beuk";"0,15"
"1995";"302";"14";"beuk";"0,20"
"1995";"302";"15";"beuk";"0,20"
"1995";"302";"16";"beuk";"0,20"
"1995";"302";"17";"beuk";"0,25"
"1995";"302";"18";"beuk";"0,20"
"1995";"302";"19";"zomereik";"0,25"
"1995";"302";"20";"wintereik";"0,15"
"1995";"302";"21";"zomereik";"0,20"
"1995";"302";"22";"zomereik";"0,25"
"1995";"302";"23";"zomereik";"0,30"
"1995";"302";"24";"zomereik";"0,20"
"1995";"303";"1";"beuk";"0,30"
"1995";"303";"2";"beuk";"0,25"
"1995";"303";"3";"beuk";"0,25"
"1995";"303";"4";"beuk";"0,30"
"1995";"303";"5";"beuk";"0,25"
"1995";"303";"6";"beuk";"0,25"
"1995";"303";"7";"beuk";"0,35"
"1995";"303";"8";"beuk";"0,25"
"1995";"303";"9";"beuk";"0,35"
"1995";"303";"10";"beuk";"0,30"
"1995";"303";"11";"beuk";"0,25"
"1995";"303";"12";"beuk";"0,35"
"1995";"303";"13";"beuk";"0,40"
"1995";"303";"14";"beuk";"0,30"
"1995";"303";"15";"beuk";"0,35"
"1995";"303";"16";"beuk";"0,20"
"1995";"303";"17";"beuk";"0,40"
"1995";"303";"18";"beuk";"0,30"
"1995";"303";"19";"beuk";"0,25"
"1995";"303";"20";"beuk";"0,40"
"1995";"303";"21";"beuk";"0,35"
"1995";"303";"22";"beuk";"0,25"
"1995";"303";"23";"beuk";"0,30"
"1995";"303";"24";"beuk";"0,25"
"1995";"311";"1";"zomereik";"0,25"
"1995";"311";"2";"zomereik";"0,35"
"1995";"311";"3";"zomereik";"0,15"
"1995";"311";"4";"beuk";"0,30"
"1995";"311";"5";"zomereik";"0,25"
"1995";"311";"6";"zomereik";"0,40"
"1995";"311";"7";"zomereik";"0,30"
"1995";"311";"8";"zomereik";"0,40"
"1995";"311";"9";"zomereik";"0,30"
"1995";"311";"10";"zomereik";"0,35"
"1995";"311";"11";"zomereik";"0,60"
"1995";"311";"12";"zomereik";"0,25"
"1995";"311";"13";"grauwe abeel";"0,30"
"1995";"311";"14";"zomereik";"0,25"
"1995";"311";"15";"zomereik";"0,35"
"1995";"311";"16";"zomereik";"0,50"
"1995";"311";"17";"zomereik";"0,30"
"1995";"311";"18";"zomereik";"0,35"
"1995";"311";"19";"zomereik";"0,30"
"1995";"311";"20";"zomereik";"0,35"
"1995";"311";"21";"zomereik";"0,30"
"1995";"311";"22";"zomereik";"0,30"
"1995";"311";"23";"zomereik";"0,45"
"1995";"311";"24";"zomereik";"0,50"
"1995";"312";"1";"beuk";"0,25"
"1995";"312";"2";"beuk";"0,30"
"1995";"312";"3";"beuk";"0,35"
"1995";"312";"4";"beuk";"0,45"
"1995";"312";"5";"beuk";"0,35"
"1995";"312";"6";"beuk";"0,40"
"1995";"312";"7";"beuk";"0,50"
"1995";"312";"8";"beuk";"0,25"
"1995";"312";"9";"beuk";"0,50"
"1995";"312";"10";"beuk";"0,35"
"1995";"312";"11";"beuk";"0,50"
"1995";"312";"12";"beuk";"0,30"
"1995";"312";"13";"beuk";"0,35"
"1995";"312";"14";"beuk";"0,20"
"1995";"312";"15";"beuk";"0,30"
"1995";"312";"16";"beuk";"0,35"
"1995";"312";"17";"beuk";"0,40"
"1995";"312";"18";"beuk";"0,30"
"1995";"312";"19";"beuk";"0,35"
"1995";"312";"20";"beuk";"0,25"
"1995";"312";"21";"beuk";"0,30"
"1995";"312";"22";"beuk";"0,30"
"1995";"312";"23";"beuk";"0,35"
"1995";"312";"24";"beuk";"0,30"
"1995";"402";"2";"zomereik";"0,20"
"1995";"402";"3";"zomereik";"0,25"
"1995";"402";"4";"zomereik";"0,15"
"1995";"402";"5";"zomereik";"0,40"
"1995";"402";"6";"zomereik";"0,35"
"1995";"402";"7";"zomereik";"0,25"
"1995";"402";"8";"es";"0,10"
"1995";"402";"9";"zomereik";"0,25"
"1995";"402";"10";"zomereik";"0,15"
"1995";"402";"11";"zomereik";"0,25"
"1995";"402";"12";"zomereik";"0,20"
"1995";"402";"13";"zomereik";"0,20"
"1995";"402";"14";"es";"0,15"
"1995";"402";"16";"zomereik";"0,25"
"1995";"402";"17";"zomereik";"0,25"
"1995";"402";"19";"zomereik";"0,40"
"1995";"402";"20";"zomereik";"0,30"
"1995";"402";"21";"Amerikaanse eik";"0,20"
"1995";"402";"22";"es";"0,15"
"1995";"402";"23";"zomereik";"0,35"
"1995";"402";"24";"zomereik";"0,35"
"1995";"402";"25";"es";"0,15"
"1995";"402";"26";"es";"0,10"
"1995";"402";"27";"zomereik";"0,35"
"1995";"403";"1";"grove den";"0,15"
"1995";"403";"2";"grove den";"0,20"
"1995";"403";"3";"grove den";"0,15"
"1995";"403";"4";"grove den";"0,20"
"1995";"403";"5";"grove den";"0,10"
"1995";"403";"6";"grove den";"0,15"
"1995";"403";"7";"grove den";"0,15"
"1995";"403";"8";"grove den";"0,25"
"1995";"403";"9";"grove den";"0,15"
"1995";"403";"10";"grove den";"0,10"
"1995";"403";"11";"grove den";"0,15"
"1995";"403";"12";"grove den";"0,15"
"1995";"403";"13";"grove den";"0,20"
"1995";"403";"14";"grove den";"0,20"
"1995";"403";"15";"grove den";"0,20"
"1995";"403";"16";"grove den";"0,15"
"1995";"403";"17";"grove den";"0,20"
"1995";"403";"18";"grove den";"0,15"
"1995";"403";"19";"grove den";"0,20"
"1995";"403";"20";"grove den";"0,20"
"1995";"403";"21";"grove den";"0,20"
"1995";"403";"22";"grove den";"0,20"
"1995";"403";"23";"grove den";"0,15"
"1995";"403";"24";"grove den";"0,20"
"1995";"404";"1";"Amerikaanse eik";"0,15"
"1995";"404";"2";"Amerikaanse eik";"0,25"
"1995";"404";"3";"Amerikaanse eik";"0,20"
"1995";"404";"4";"Amerikaanse eik";"0,30"
"1995";"404";"5";"Amerikaanse eik";"0,25"
"1995";"404";"6";"Amerikaanse eik";"0,10"
"1995";"404";"7";"Amerikaanse eik";"0,20"
"1995";"404";"8";"Amerikaanse eik";"0,30"
"1995";"404";"9";"Amerikaanse eik";"0,20"
"1995";"404";"10";"Amerikaanse eik";"0,15"
"1995";"404";"11";"Amerikaanse eik";"0,15"
"1995";"404";"12";"Amerikaanse eik";"0,10"
"1995";"404";"13";"beuk";"0,10"
"1995";"404";"14";"zomereik";"0,30"
"1995";"404";"15";"zomereik";"0,25"
"1995";"404";"16";"Amerikaanse eik";"0,25"
"1995";"404";"17";"zomereik";"0,40"
"1995";"404";"18";"zomereik";"0,35"
"1995";"404";"19";"zomereik";"0,30"
"1995";"404";"20";"beuk";"0,25"
"1995";"404";"21";"zomereik";"0,25"
"1995";"404";"22";"zomereik";"0,20"
"1995";"404";"23";"beuk";"0,20"
"1995";"404";"24";"zomereik";"0,40"
"1995";"406";"1";"grove den";"0,20"
"1995";"406";"2";"grove den";"0,15"
"1995";"406";"3";"grove den";"0,25"
"1995";"406";"4";"grove den";"0,25"
"1995";"406";"5";"grove den";"0,20"
"1995";"406";"6";"grove den";"0,15"
"1995";"406";"7";"grove den";"0,15"
"1995";"406";"8";"grove den";"0,15"
"1995";"406";"9";"grove den";"0,25"
"1995";"406";"10";"grove den";"0,10"
"1995";"406";"11";"grove den";"0,10"
"1995";"406";"12";"grove den";"0,20"
"1995";"406";"13";"grove den";"0,20"
"1995";"406";"14";"grove den";"0,20"
"1995";"406";"15";"grove den";"0,20"
"1995";"406";"16";"grove den";"0,20"
"1995";"406";"17";"grove den";"0,20"
"1995";"406";"18";"grove den";"0,20"
"1995";"406";"19";"grove den";"0,20"
"1995";"406";"21";"grove den";"0,15"
"1995";"406";"22";"grove den";"0,15"
"1995";"406";"24";"grove den";"0,15"
"1995";"406";"25";"grove den";"0,15"
"1995";"406";"26";"grove den";"0,20"
"1995";"411";"1";"beuk";"0,40"
"1995";"411";"2";"zomereik";"0,35"
"1995";"411";"3";"beuk";"0,30"
"1995";"411";"4";"Amerikaanse eik";"0,35"
"1995";"411";"5";"Amerikaanse eik";"0,25"
"1995";"411";"6";"zomereik";"0,50"
"1995";"411";"7";"Amerikaanse eik";"0,20"
"1995";"411";"8";"Amerikaanse eik";"0,35"
"1995";"411";"9";"Amerikaanse eik";"0,35"
"1995";"411";"10";"Amerikaanse eik";"0,25"
"1995";"411";"11";"Amerikaanse eik";"0,15"
"1995";"411";"12";"Amerikaanse eik";"0,15"
"1995";"411";"13";"Amerikaanse eik";"0,10"
"1995";"411";"14";"ruwe berk";"0,10"
"1995";"411";"15";"esdoorn";"0,20"
"1995";"411";"16";"Amerikaanse eik";"0,05"
"1995";"411";"17";"esdoorn";"0,40"
"1995";"411";"18";"Amerikaanse eik";"0,20"
"1995";"411";"19";"populier";"0,20"
