"jaar";"plot";"tree";"soort";"nnv"
"2002";"805";"16";"Amerikaanse eik";"0,30"
"2002";"805";"17";"Amerikaanse eik";"0,40"
"2002";"805";"18";"Amerikaanse eik";"0,35"
"2002";"805";"19";"Amerikaanse eik";"0,40"
"2002";"805";"20";"Amerikaanse eik";"0,25"
"2002";"805";"21";"Amerikaanse eik";"0,30"
"2002";"805";"22";"Amerikaanse eik";"0,30"
"2002";"805";"23";"Amerikaanse eik";"0,25"
"2002";"805";"24";"Amerikaanse eik";"0,40"
"2002";"811";"1";"zomereik";"0,15"
"2002";"811";"2";"zomereik";"0,10"
"2002";"811";"3";"zomereik";"0,30"
"2002";"811";"4";"zomereik";"0,20"
"2002";"811";"5";"zomereik";"0,35"
"2002";"811";"6";"zomereik";"0,25"
"2002";"811";"7";"zomereik";"0,20"
"2002";"811";"8";"zomereik";"0,35"
"2002";"811";"25";"zomereik";"0,20"
"2002";"811";"10";"zomereik";"0,20"
"2002";"812";"13";"wintereik";"0,15"
"2002";"812";"14";"wintereik";"0,15"
"2002";"812";"15";"wintereik";"0,20"
"2002";"812";"18";"wintereik";"0,15"
"2002";"812";"19";"wintereik";"0,10"
"2002";"812";"21";"grove den";"0,20"
"2002";"812";"22";"grove den";"0,15"
"2002";"812";"23";"wintereik";"0,15"
"2002";"812";"24";"wintereik";"0,05"
"2002";"812";"25";"wintereik";"0,25"
"2002";"812";"26";"wintereik";"0,15"
"2002";"812";"27";"wintereik";"0,30"
"2002";"812";"28";"wintereik";"0,20"
"2002";"812";"29";"wintereik";"0,15"
"2002";"901";"29";"Corsicaanse den";"0,20"
"2002";"901";"2";"Corsicaanse den";"0,15"
"2002";"901";"3";"Corsicaanse den";"0,15"
"2002";"901";"4";"Corsicaanse den";"0,25"
"2002";"901";"5";"Corsicaanse den";"0,35"
"2002";"901";"6";"Corsicaanse den";"0,25"
"2002";"901";"7";"Corsicaanse den";"0,35"
"2002";"901";"32";"Corsicaanse den";"0,20"
"2002";"901";"31";"Corsicaanse den";"0,25"
"2002";"901";"10";"Corsicaanse den";"0,15"
"2002";"902";"11";"grove den";"0,25"
"2002";"902";"12";"grove den";"0,20"
"2002";"902";"13";"grove den";"0,10"
"2002";"902";"14";"grove den";"0,20"
"2002";"902";"29";"grove den";"0,20"
"2002";"902";"16";"grove den";"0,20"
"2002";"902";"17";"grove den";"0,25"
"2002";"902";"18";"grove den";"0,25"
"2002";"902";"27";"grove den";"0,20"
"2002";"902";"20";"grove den";"0,25"
"2002";"902";"21";"grove den";"0,20"
"2002";"902";"22";"grove den";"0,25"
"2002";"902";"30";"grove den";"0,20"
"2002";"902";"24";"grove den";"0,30"
"2002";"903";"1";"Corsicaanse den";"0,15"
"2002";"903";"2";"Corsicaanse den";"0,20"
"2002";"903";"3";"Corsicaanse den";"0,10"
"2002";"903";"4";"Corsicaanse den";"0,20"
"2002";"903";"5";"Corsicaanse den";"0,35"
"2002";"903";"6";"Corsicaanse den";"0,30"
"2002";"903";"7";"Corsicaanse den";"0,25"
"2002";"903";"8";"Corsicaanse den";"0,40"
"2002";"903";"9";"Corsicaanse den";"0,25"
"2002";"903";"10";"Corsicaanse den";"0,15"
"2002";"904";"11";"Corsicaanse den";"0,25"
"2002";"904";"30";"Corsicaanse den";"0,20"
"2002";"904";"13";"Corsicaanse den";"0,30"
"2002";"904";"14";"Corsicaanse den";"0,30"
"2002";"904";"31";"Corsicaanse den";"0,30"
"2002";"904";"38";"Corsicaanse den";"0,25"
"2002";"904";"17";"Corsicaanse den";"0,35"
"2002";"904";"34";"Corsicaanse den";"0,20"
"2002";"904";"39";"Corsicaanse den";"0,25"
"2002";"904";"40";"Corsicaanse den";"0,25"
"2002";"904";"25";"Corsicaanse den";"0,35"
"2002";"904";"22";"Corsicaanse den";"0,35"
"2002";"904";"35";"Corsicaanse den";"0,15"
"2002";"904";"32";"Corsicaanse den";"0,20"
"2002";"906";"32";"Amerikaanse eik";"0,20"
"2002";"906";"2";"Amerikaanse eik";"0,30"
"2002";"906";"33";"Amerikaanse eik";"0,25"
"2002";"906";"4";"Amerikaanse eik";"0,20"
"2002";"906";"26";"Amerikaanse eik";"0,40"
"2002";"906";"34";"Amerikaanse eik";"0,20"
"2002";"906";"7";"Amerikaanse eik";"0,25"
"2002";"906";"8";"Amerikaanse eik";"0,20"
"2002";"906";"27";"Amerikaanse eik";"0,30"
"2002";"906";"28";"Amerikaanse eik";"0,25"
"2002";"901";"11";"Corsicaanse den";"0,30"
"2002";"901";"25";"Corsicaanse den";"0,35"
"2002";"901";"13";"Corsicaanse den";"0,30"
"2002";"901";"26";"Corsicaanse den";"0,15"
"2002";"901";"27";"Corsicaanse den";"0,30"
"2002";"901";"28";"Corsicaanse den";"0,25"
"2002";"901";"17";"Corsicaanse den";"0,75"
"2002";"901";"18";"Corsicaanse den";"0,15"
"2002";"901";"19";"Corsicaanse den";"0,30"
"2002";"901";"20";"Corsicaanse den";"0,20"
"2002";"901";"33";"Corsicaanse den";"0,40"
"2002";"901";"22";"Corsicaanse den";"0,20"
"2002";"901";"30";"Corsicaanse den";"0,25"
"2002";"901";"24";"Corsicaanse den";"0,20"
"2002";"902";"1";"grove den";"0,15"
"2002";"902";"25";"grove den";"0,20"
"2002";"902";"28";"grove den";"0,10"
"2002";"902";"4";"grove den";"1,00"
"2002";"902";"5";"grove den";"0,25"
"2002";"902";"6";"grove den";"0,25"
"2002";"902";"7";"grove den";"0,15"
"2002";"902";"26";"grove den";"0,25"
"2002";"902";"9";"grove den";"0,15"
"2002";"902";"10";"grove den";"0,25"
"2002";"903";"11";"Corsicaanse den";"0,15"
"2002";"903";"12";"Corsicaanse den";"0,10"
"2002";"903";"13";"Corsicaanse den";"0,30"
"2002";"903";"14";"Corsicaanse den";"0,20"
"2002";"903";"15";"Corsicaanse den";"0,25"
"2002";"903";"25";"Corsicaanse den";"0,20"
"2002";"903";"17";"Corsicaanse den";"0,25"
"2002";"903";"18";"Corsicaanse den";"0,15"
"2002";"903";"19";"Corsicaanse den";"0,20"
"2002";"903";"20";"Corsicaanse den";"0,30"
"2002";"903";"21";"Corsicaanse den";"0,15"
"2002";"903";"26";"Corsicaanse den";"0,20"
"2002";"903";"23";"Corsicaanse den";"0,35"
"2002";"903";"24";"Corsicaanse den";"0,10"
"2002";"904";"1";"Corsicaanse den";"0,45"
"2002";"904";"2";"Corsicaanse den";"0,30"
"2002";"904";"26";"Corsicaanse den";"0,25"
"2002";"904";"27";"Corsicaanse den";"0,20"
"2002";"904";"28";"Corsicaanse den";"0,50"
"2002";"904";"36";"Corsicaanse den";"0,35"
"2002";"904";"7";"Corsicaanse den";"0,50"
"2002";"904";"29";"Corsicaanse den";"0,35"
"2002";"904";"9";"Corsicaanse den";"0,40"
"2002";"904";"37";"Corsicaanse den";"0,25"
"2002";"906";"11";"Amerikaanse eik";"0,15"
"2002";"906";"35";"Amerikaanse eik";"0,15"
"2002";"906";"13";"Amerikaanse eik";"0,20"
"2002";"906";"29";"Amerikaanse eik";"0,10"
"2002";"906";"15";"Amerikaanse eik";"0,20"
"2002";"906";"36";"Amerikaanse eik";"0,20"
"2002";"906";"17";"Amerikaanse eik";"0,25"
"2002";"906";"30";"Amerikaanse eik";"0,30"
"2002";"906";"19";"Amerikaanse eik";"0,20"
"2002";"906";"20";"Amerikaanse eik";"0,30"
"2002";"906";"21";"Amerikaanse eik";"0,35"
"2002";"906";"22";"Amerikaanse eik";"0,35"
"2002";"906";"31";"Amerikaanse eik";"0,15"
"2002";"906";"24";"Amerikaanse eik";"0,30"
"2002";"910";"1";"Corsicaanse den";"0,20"
"2002";"910";"2";"Corsicaanse den";"0,25"
"2002";"910";"3";"Corsicaanse den";"0,50"
"2002";"910";"4";"Corsicaanse den";"0,35"
"2002";"910";"5";"Corsicaanse den";"0,30"
"2002";"910";"6";"Corsicaanse den";"0,30"
"2002";"910";"7";"Corsicaanse den";"0,30"
"2002";"910";"8";"Corsicaanse den";"0,40"
"2002";"910";"9";"Corsicaanse den";"0,20"
"2002";"910";"10";"Corsicaanse den";"0,30"
"2002";"910";"25";"Corsicaanse den";"0,20"
"2002";"910";"12";"Corsicaanse den";"0,15"
"2002";"910";"13";"Corsicaanse den";"0,30"
"2002";"910";"26";"Corsicaanse den";"0,35"
"2002";"910";"15";"Corsicaanse den";"0,15"
"2002";"910";"16";"Corsicaanse den";"0,30"
"2002";"910";"17";"Corsicaanse den";"0,30"
"2002";"910";"18";"Corsicaanse den";"0,25"
"2002";"910";"19";"Corsicaanse den";"0,25"
"2002";"910";"28";"Corsicaanse den";"0,30"
"2002";"910";"21";"Corsicaanse den";"0,25"
"2002";"910";"22";"Corsicaanse den";"0,35"
"2002";"910";"23";"Corsicaanse den";"0,15"
"2002";"910";"27";"Corsicaanse den";"0,20"
"2005";"101";"1";"es";"0,20"
"2005";"101";"2";"es";"0,95"
"2005";"101";"3";"tamme kastanje";"0,50"
"2005";"101";"4";"tamme kastanje";"0,30"
"2005";"101";"8";"tamme kastanje";"0,10"
"2005";"101";"10";"tamme kastanje";"0,25"
"2005";"101";"11";"wintereik";"0,10"
"2005";"101";"12";"zomereik";"0,25"
"2005";"101";"13";"es";"0,30"
"2005";"101";"15";"zomereik";"0,20"
"2005";"101";"19";"zomereik";"0,20"
"2005";"101";"24";"zomereik";"0,25"
"2005";"101";"25";"esdoorn";"0,20"
"2005";"302";"27";"es";"0,20"
"2005";"302";"28";"beuk";"0,05"
"2005";"302";"29";"beuk";"0,10"
"2005";"302";"30";"beuk";"0,15"
"2005";"302";"31";"zomereik";"0,25"
"2005";"303";"1";"beuk";"0,20"
"2005";"303";"2";"beuk";"0,15"
"2005";"303";"3";"beuk";"0,25"
"2005";"303";"4";"beuk";"0,25"
"2005";"303";"5";"beuk";"0,35"
"2005";"303";"6";"beuk";"0,25"
"2005";"303";"7";"beuk";"0,25"
"2005";"303";"8";"beuk";"0,25"
"2005";"303";"9";"beuk";"0,20"
"2005";"303";"10";"beuk";"0,25"
"2005";"303";"11";"beuk";"0,30"
"2005";"303";"13";"beuk";"0,35"
"2005";"303";"14";"beuk";"0,20"
"2005";"303";"15";"beuk";"0,35"
"2005";"303";"16";"beuk";"0,25"
"2005";"303";"17";"beuk";"0,40"
"2005";"303";"18";"beuk";"0,40"
"2005";"303";"19";"beuk";"0,20"
"2005";"303";"20";"beuk";"0,30"
"2005";"303";"21";"beuk";"0,25"
"2005";"303";"23";"beuk";"0,20"
"2005";"303";"24";"beuk";"0,20"
"2005";"303";"25";"beuk";"0,30"
"2005";"303";"26";"beuk";"0,20"
"2005";"311";"28";"zomereik";"0,25"
"2005";"311";"2";"zomereik";"0,30"
"2005";"311";"3";"zomereik";"0,20"
"2005";"311";"4";"beuk";"0,05"
"2005";"311";"25";"zomereik";"0,20"
"2005";"311";"6";"zomereik";"0,20"
"2005";"311";"7";"zomereik";"0,25"
"2005";"311";"8";"zomereik";"0,40"
"2005";"311";"9";"zomereik";"0,50"
"2005";"311";"10";"zomereik";"0,25"
"2005";"311";"26";"zomereik";"0,20"
"2005";"311";"12";"zomereik";"0,15"
"2005";"311";"13";"grauwe abeel";"0,15"
"2005";"311";"31";"zomereik";"0,65"
"2005";"311";"30";"zomereik";"0,20"
"2005";"311";"16";"zomereik";"0,20"
"2005";"311";"17";"zomereik";"0,30"
"2005";"311";"18";"zomereik";"0,25"
"2005";"311";"27";"zomereik";"0,20"
"2005";"311";"20";"zomereik";"0,35"
"2005";"311";"21";"zomereik";"0,30"
"2005";"311";"32";"zomereik";"0,30"
"2005";"311";"29";"zomereik";"0,30"
"2005";"311";"24";"zomereik";"0,40"
"2005";"312";"1";"beuk";"0,10"
"2005";"312";"2";"beuk";"0,15"
"2005";"312";"3";"beuk";"0,20"
"2005";"312";"4";"beuk";"0,20"
"2005";"312";"5";"beuk";"0,10"
"2005";"312";"6";"beuk";"0,25"
"2005";"312";"7";"beuk";"0,15"
"2005";"312";"8";"beuk";"0,25"
"2005";"312";"9";"beuk";"0,50"
"2005";"312";"10";"beuk";"0,20"
"2005";"312";"11";"beuk";"0,30"
"2005";"312";"12";"beuk";"0,30"
"2005";"312";"13";"beuk";"0,35"
"2005";"312";"14";"beuk";"0,15"
"2005";"312";"15";"beuk";"0,40"
"2005";"312";"16";"beuk";"0,10"
"2005";"312";"17";"beuk";"0,20"
"2005";"312";"18";"beuk";"0,25"
"2005";"312";"19";"beuk";"0,05"
"2005";"312";"20";"beuk";"0,10"
"2005";"312";"21";"beuk";"0,25"
"2005";"312";"22";"beuk";"0,15"
"2005";"312";"23";"beuk";"0,15"
"2005";"312";"24";"beuk";"0,10"
"2005";"402";"2";"zomereik";"0,25"
"2005";"402";"3";"zomereik";"0,20"
"2005";"402";"4";"zomereik";"0,15"
"2005";"402";"5";"zomereik";"0,40"
"2005";"402";"6";"zomereik";"0,20"
"2005";"402";"7";"zomereik";"0,35"
"2005";"402";"8";"es";"0,10"
"2005";"402";"9";"zomereik";"0,20"
"2005";"402";"10";"zomereik";"0,20"
"2005";"402";"11";"zomereik";"0,15"
"2005";"402";"12";"zomereik";"0,10"
"2005";"402";"29";"grauwe abeel";"0,15"
"2005";"402";"14";"es";"0,15"
"2005";"402";"28";"zomereik";"0,15"
"2005";"402";"16";"zomereik";"0,20"
"2005";"402";"17";"zomereik";"0,15"
"2005";"402";"19";"zomereik";"0,30"
"2005";"402";"20";"zomereik";"0,30"
"2005";"402";"21";"Amerikaanse eik";"0,15"
"2005";"402";"22";"es";"0,20"
"2005";"402";"23";"zomereik";"0,40"
"2005";"402";"24";"zomereik";"0,35"
"2005";"402";"25";"es";"0,15"
"2005";"402";"26";"es";"0,10"
"2005";"403";"1";"grove den";"0,30"
"2005";"403";"25";"grove den";"0,20"
"2005";"403";"3";"grove den";"0,20"
"2005";"403";"4";"grove den";"0,35"
"2005";"403";"5";"grove den";"0,25"
"2005";"403";"6";"grove den";"0,20"
"2005";"403";"7";"grove den";"0,25"
"2005";"403";"31";"grove den";"0,15"
"2005";"403";"9";"grove den";"0,20"
"2005";"403";"10";"grove den";"0,15"
"2005";"403";"11";"grove den";"0,20"
"2005";"403";"12";"grove den";"0,25"
"2005";"403";"27";"grove den";"0,25"
"2005";"403";"14";"grove den";"0,20"
"2005";"403";"30";"grove den";"0,20"
"2005";"403";"16";"grove den";"0,25"
"2005";"403";"17";"grove den";"0,15"
"2005";"403";"18";"grove den";"0,25"
"2005";"403";"19";"grove den";"0,35"
"2005";"403";"28";"grove den";"0,30"
"2005";"403";"21";"grove den";"0,30"
"2005";"403";"22";"grove den";"0,20"
"2005";"403";"23";"grove den";"0,25"
"2005";"403";"29";"grove den";"0,30"
"2005";"404";"1";"Amerikaanse eik";"0,15"
"2005";"404";"2";"Amerikaanse eik";"0,25"
"2005";"404";"3";"Amerikaanse eik";"0,15"
"2005";"404";"4";"Amerikaanse eik";"0,35"
"2005";"404";"5";"Amerikaanse eik";"0,05"
"2005";"404";"6";"Amerikaanse eik";"0,15"
"2005";"404";"7";"Amerikaanse eik";"0,25"
"2005";"404";"8";"Amerikaanse eik";"0,20"
"2005";"404";"9";"Amerikaanse eik";"0,15"
"2005";"404";"10";"Amerikaanse eik";"0,10"
"2005";"404";"11";"Amerikaanse eik";"0,10"
"2005";"404";"12";"Amerikaanse eik";"0,20"
"2005";"404";"13";"beuk";"0,05"
"2005";"404";"25";"zomereik";"0,30"
"2005";"404";"15";"zomereik";"0,20"
"2005";"404";"16";"Amerikaanse eik";"0,20"
"2005";"404";"17";"zomereik";"0,30"
"2005";"404";"18";"zomereik";"0,40"
"2005";"404";"19";"zomereik";"0,25"
"2005";"404";"20";"beuk";"0,20"
"2005";"404";"21";"zomereik";"0,15"
"2005";"404";"22";"zomereik";"0,25"
"2005";"404";"23";"beuk";"0,10"
"2005";"404";"24";"zomereik";"0,20"
"2005";"406";"1";"grove den";"0,20"
"2005";"406";"2";"grove den";"0,10"
"2005";"406";"3";"grove den";"0,20"
"2005";"406";"4";"grove den";"0,15"
"2005";"406";"5";"grove den";"0,10"
"2005";"406";"6";"grove den";"0,15"
"2005";"406";"7";"grove den";"0,15"
"2005";"406";"8";"grove den";"0,15"
"2005";"406";"9";"grove den";"0,20"
"2005";"406";"10";"grove den";"0,10"
"2005";"406";"27";"grove den";"0,25"
"2005";"406";"28";"grove den";"0,15"
"2005";"406";"13";"grove den";"0,15"
"2005";"406";"14";"grove den";"0,30"
"2005";"406";"15";"grove den";"0,20"
"2005";"406";"29";"grove den";"0,20"
"2005";"406";"17";"grove den";"0,20"
"2005";"406";"18";"grove den";"0,20"
"2005";"406";"19";"grove den";"0,25"
"2005";"406";"21";"grove den";"0,20"
"2005";"406";"30";"grove den";"0,20"
"2005";"406";"24";"grove den";"0,15"
"2005";"406";"25";"grove den";"0,15"
"2005";"406";"26";"grove den";"0,25"
"2005";"411";"1";"beuk";"0,15"
"2005";"411";"2";"zomereik";"0,30"
"2005";"411";"3";"beuk";"0,10"
"2005";"411";"4";"Amerikaanse eik";"0,30"
"2005";"411";"5";"Amerikaanse eik";"0,20"
"2005";"411";"25";"zomereik";"0,20"
"2005";"411";"7";"Amerikaanse eik";"0,15"
"2005";"411";"8";"Amerikaanse eik";"0,20"
"2005";"411";"9";"Amerikaanse eik";"0,20"
"2005";"411";"10";"Amerikaanse eik";"0,25"
"2005";"411";"11";"Amerikaanse eik";"0,20"
"2005";"411";"12";"Amerikaanse eik";"0,15"
"2005";"411";"13";"Amerikaanse eik";"0,15"
"2005";"411";"14";"ruwe berk";"0,20"
"2005";"411";"15";"esdoorn";"0,20"
"2005";"411";"16";"Amerikaanse eik";"0,15"
"2005";"411";"17";"esdoorn";"0,10"
"2005";"411";"18";"Amerikaanse eik";"0,20"
"2005";"411";"26";"zomereik";"0,45"
"2005";"411";"20";"beuk";"0,15"
"2005";"411";"21";"beuk";"0,15"
"2005";"411";"22";"beuk";"0,25"
"2005";"411";"23";"beuk";"0,15"
"2005";"411";"24";"zomereik";"0,25"
"2005";"412";"1";"zomereik";"0,15"
"2005";"412";"25";"zomereik";"0,20"
"2005";"412";"3";"zomereik";"0,25"
"2005";"412";"4";"zomereik";"0,15"
"2005";"412";"5";"zomereik";"0,25"
"2005";"412";"26";"zomereik";"0,25"
"2005";"412";"7";"zomereik";"0,15"
"2005";"412";"8";"zomereik";"0,20"
"2005";"412";"27";"zomereik";"0,15"
"2005";"412";"10";"zomereik";"0,15"
"2005";"412";"11";"zomereik";"0,15"
"2005";"412";"12";"zomereik";"0,25"
"2005";"412";"28";"zomereik";"0,15"
"2005";"412";"14";"zomereik";"0,20"
"2005";"412";"15";"zomereik";"0,20"
"2005";"412";"16";"zomereik";"0,20"
"2005";"412";"17";"zomereik";"0,20"
"2005";"412";"18";"zomereik";"0,20"
"2005";"412";"29";"zomereik";"0,25"
"2005";"412";"30";"zomereik";"0,30"
"2005";"412";"21";"zomereik";"0,15"
"2005";"412";"22";"es";"0,10"
"2005";"412";"23";"zomereik";"0,50"
"2005";"412";"24";"es";"0,15"
"2005";"413";"1";"zomereik";"0,15"
"2005";"413";"2";"zomereik";"0,05"
"2005";"413";"3";"zomereik";"0,25"
"2005";"413";"4";"zomereik";"0,15"
"2005";"413";"5";"zomereik";"0,10"
"2005";"413";"6";"zomereik";"0,10"
"2005";"413";"7";"zomereik";"0,10"
"2005";"413";"8";"zomereik";"0,15"
"2005";"413";"9";"zomereik";"0,15"
"2005";"413";"10";"zomereik";"0,15"
"2005";"413";"11";"zomereik";"0,15"
"2005";"413";"12";"zomereik";"0,25"
"2005";"413";"13";"Amerikaanse eik";"0,05"
"2005";"413";"14";"Amerikaanse eik";"0,10"
"2005";"413";"15";"Amerikaanse eik";"0,15"
"2005";"413";"16";"Amerikaanse eik";"0,10"
"2005";"413";"17";"Amerikaanse eik";"0,15"
"2005";"413";"18";"Amerikaanse eik";"0,20"
"2005";"413";"19";"Amerikaanse eik";"0,15"
"2005";"413";"20";"Amerikaanse eik";"0,20"
"2005";"413";"21";"Amerikaanse eik";"0,15"
"2005";"413";"22";"Amerikaanse eik";"0,20"
"2005";"413";"23";"Amerikaanse eik";"0,15"
"2005";"413";"24";"Amerikaanse eik";"0,05"
"2005";"414";"1";"Amerikaanse eik";"0,25"
"2005";"414";"2";"Amerikaanse eik";"0,15"
"2005";"414";"3";"valse acacia";"0,15"
"2005";"414";"25";"Amerikaanse eik";"0,10"
"2005";"414";"5";"Amerikaanse eik";"0,25"
"2005";"414";"6";"Amerikaanse eik";"0,20"
"2005";"414";"7";"Amerikaanse eik";"0,05"
"2005";"414";"8";"Amerikaanse eik";"0,10"
"2005";"414";"9";"Amerikaanse eik";"0,05"
"2005";"414";"10";"Amerikaanse eik";"0,25"
"2005";"414";"11";"Amerikaanse eik";"0,15"
"2005";"414";"12";"Amerikaanse eik";"0,15"
"2005";"414";"13";"Amerikaanse eik";"0,15"
"2005";"414";"14";"Amerikaanse eik";"0,15"
"2005";"414";"15";"Amerikaanse eik";"0,10"
"2005";"414";"16";"Amerikaanse eik";"0,20"
"2005";"414";"17";"Amerikaanse eik";"0,20"
"2005";"414";"18";"Amerikaanse eik";"0,15"
"2005";"414";"19";"Amerikaanse eik";"0,25"
"2005";"414";"20";"valse acacia";"0,05"
"2005";"414";"21";"Amerikaanse eik";"0,10"
"2005";"414";"22";"valse acacia";"0,05"
"2005";"414";"23";"Amerikaanse eik";"0,10"
"2005";"414";"24";"valse acacia";"0,05"
"2005";"415";"25";"es";"0,10"
"2005";"415";"2";"zomereik";"0,15"
"2005";"415";"3";"zomereik";"0,25"
"2005";"415";"4";"esdoorn";"0,10"
"2005";"415";"5";"zomereik";"0,15"
"2005";"415";"6";"zomereik";"0,35"
"2005";"415";"7";"zomereik";"1,00"
"2005";"415";"8";"esdoorn";"0,05"
"2005";"415";"9";"zomereik";"0,50"
"2005";"415";"10";"zomereik";"0,40"
"2005";"415";"11";"zomereik";"0,30"
"2005";"415";"12";"esdoorn";"0,05"
"2005";"415";"13";"zomereik";"0,20"
"2005";"415";"14";"zomereik";"0,25"
"2005";"415";"15";"zomereik";"0,40"
"2005";"415";"16";"zomereik";"0,20"
"2005";"415";"17";"zomereik";"0,15"
"2005";"415";"18";"zomereik";"0,25"
"2005";"415";"19";"zomereik";"0,15"
"2005";"415";"20";"zomereik";"0,25"
"2005";"415";"21";"zomereik";"0,25"
"2005";"415";"22";"zomereik";"0,45"
"2005";"415";"23";"zomereik";"0,30"
"2005";"415";"24";"zomereik";"0,30"
"2005";"416";"1";"es";"0,20"
"2005";"416";"2";"zomereik";"0,20"
"2005";"416";"3";"es";"0,25"
"2005";"416";"4";"zomereik";"0,20"
"2005";"416";"5";"zomereik";"0,25"
"2005";"416";"6";"zomereik";"0,30"
"2005";"416";"7";"es";"0,30"
"2005";"416";"8";"zomereik";"0,35"
"2005";"416";"9";"es";"0,35"
"2005";"416";"10";"es";"0,25"
"2005";"416";"11";"es";"0,25"
"2005";"416";"12";"zomereik";"0,30"
"2005";"416";"13";"Amerikaanse eik";"0,25"
"2005";"416";"14";"es";"0,30"
"2005";"416";"15";"tamme kastanje";"0,10"
"2005";"416";"16";"tamme kastanje";"0,15"
"2005";"416";"17";"Amerikaanse eik";"0,20"
"2005";"416";"18";"es";"0,35"
"2005";"416";"19";"es";"0,50"
"2005";"416";"20";"es";"0,35"
"2005";"416";"21";"es";"0,30"
"2005";"416";"25";"es";"0,30"
"2005";"416";"23";"es";"0,50"
"2005";"416";"24";"ruwe berk";"0,35"
"2005";"501";"1";"beuk";"0,25"
"2005";"501";"2";"Japanse lork";"0,20"
"2005";"501";"3";"beuk";"0,25"
"2005";"501";"4";"grove den";"0,20"
"2005";"501";"5";"beuk";"0,20"
"2005";"501";"6";"Japanse lork";"0,10"
"2005";"501";"7";"zomereik";"0,20"
"2005";"501";"8";"tamme kastanje";"0,10"
"2005";"501";"9";"zomereik";"0,15"
"2005";"501";"10";"zomereik";"0,25"
"2005";"501";"11";"zomereik";"0,20"
"2005";"501";"12";"zomereik";"0,25"
"2005";"501";"13";"zomereik";"0,15"
"2005";"501";"14";"Amerikaanse eik";"0,15"
"2005";"501";"15";"Amerikaanse eik";"0,15"
"2005";"501";"16";"beuk";"0,20"
"2005";"501";"17";"zomereik";"0,20"
"2005";"501";"18";"zomereik";"0,15"
"2005";"501";"19";"Amerikaanse eik";"0,20"
"2005";"501";"20";"Amerikaanse eik";"0,35"
"2005";"501";"21";"Amerikaanse eik";"0,25"
"2005";"501";"23";"Amerikaanse eik";"0,20"
"2005";"501";"24";"zomereik";"0,20"
"2005";"501";"25";"beuk";"0,20"
"2005";"502";"1";"grove den";"0,15"
"2005";"512";"16";"beuk";"0,25"
"2005";"512";"17";"zomereik";"0,25"
"2005";"512";"34";"beuk";"0,30"
"2005";"512";"27";"beuk";"0,35"
"2005";"512";"31";"beuk";"0,50"
"2005";"512";"32";"zomereik";"0,15"
"2005";"512";"28";"beuk";"0,25"
"2005";"512";"29";"beuk";"0,60"
"2005";"512";"36";"beuk";"0,20"
"2005";"513";"1";"beuk";"0,05"
"2005";"513";"2";"beuk";"0,00"
"2005";"513";"26";"beuk";"0,15"
"2005";"513";"4";"beuk";"0,20"
"2005";"513";"5";"beuk";"0,25"
"2005";"513";"6";"beuk";"0,00"
"2005";"513";"7";"beuk";"0,20"
"2005";"513";"8";"beuk";"0,10"
"2005";"513";"9";"Amerikaanse eik";"0,30"
"2005";"513";"10";"beuk";"0,10"
"2005";"513";"25";"beuk";"0,30"
"2005";"613";"16";"tamme kastanje";"0,05"
"2005";"613";"17";"zomereik";"0,10"
"2005";"613";"18";"zomereik";"0,20"
"2005";"613";"19";"tamme kastanje";"0,20"
"2005";"613";"20";"tamme kastanje";"0,05"
"2005";"613";"21";"zomereik";"0,10"
"2005";"613";"22";"tamme kastanje";"0,10"
"2005";"613";"23";"tamme kastanje";"0,15"
"2005";"613";"24";"tamme kastanje";"0,10"
"2005";"701";"1";"grove den";"0,20"
"2005";"701";"2";"grove den";"0,10"
"2005";"701";"3";"grove den";"0,20"
"2005";"701";"34";"grove den";"0,20"
"2005";"701";"5";"grove den";"0,40"
"2005";"701";"29";"grove den";"0,15"
"2005";"701";"25";"grove den";"0,20"
"2005";"701";"8";"grove den";"0,25"
"2005";"701";"9";"grove den";"0,15"
"2005";"701";"27";"grove den";"0,20"
"2005";"701";"11";"grove den";"0,25"
"2005";"701";"12";"grove den";"0,20"
"2005";"701";"30";"Corsicaanse den";"0,20"
"2005";"701";"14";"Corsicaanse den";"0,15"
"2005";"701";"15";"Corsicaanse den";"0,25"
"2005";"701";"26";"Corsicaanse den";"0,20"
"2005";"701";"17";"Corsicaanse den";"0,20"
"2005";"701";"18";"Corsicaanse den";"0,30"
"2005";"701";"19";"Corsicaanse den";"0,20"
"2005";"701";"20";"Corsicaanse den";"0,30"
"2005";"701";"31";"Corsicaanse den";"0,25"
"2005";"701";"32";"Corsicaanse den";"0,30"
"2005";"701";"23";"Corsicaanse den";"0,25"
"2005";"701";"35";"Corsicaanse den";"0,30"
"2005";"702";"1";"zomereik";"0,20"
"2005";"702";"2";"zomereik";"0,40"
"2005";"702";"3";"zomereik";"0,25"
"2005";"702";"4";"zomereik";"0,30"
"2005";"702";"5";"zomereik";"0,20"
"2005";"702";"6";"zomereik";"0,20"
"2005";"702";"7";"zomereik";"0,30"
"2005";"702";"8";"zomereik";"0,15"
"2005";"702";"9";"zomereik";"0,15"
"2005";"502";"3";"grove den";"0,15"
"2005";"502";"5";"grove den";"0,30"
"2005";"502";"6";"grove den";"0,30"
"2005";"502";"8";"grove den";"0,15"
"2005";"502";"11";"grove den";"0,15"
"2005";"502";"12";"grove den";"0,20"
"2005";"502";"13";"grove den";"0,25"
